,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(귀가),[개] 진도견,수컷,,검정색,2015,15,강원-춘천-2021-00171,2021-05-01~2021-05-71,세종호텔주차장,"온순,검정색 하네스착용,칩있음",춘천시 동물보호센터,강원도 춘천시청
1,종료(자연사),[개] 진도견,수컷,0.0,화이트,2018,25,경남-밀양-2021-00655,2021-05-01~2021-05-11,청도,경계심 매우 강한아이.. 많은 애정과 관심이 필요함,밀양시동물보호센터,경상남도 밀양시청
2,완료(입양),[개] 진도견,암컷,,백,2017,8.00,대전-유성-2021-00106,2021-05-03 ~2021-05-13,대정동 탑주점 주변,양호,대전동물보호센터,대전광역시 유성구정
3,완료(귀가),[개] 진도견,암컷,0.0,흰색,2019,17.5,울산-남구-2021-00179,2021-05-03 ~2021-05-13,남구 관내,경계심 많음/하네스+리더줄 착용,울산유기동물보호센터,울산광역시 남구청
4,완료(입양),[개] 진도견,암컷,0.0,흰색,2021,30,전북-익산-2021-00509,2021-05-03 ~ 2021-05-13,익산시인화동1가,생후60일정도 순하고잘생김,익산유기동물보호소,전라북도 익산시청
5,완료(입양),[개] 진도견,수컷,0.0,호피,12(년,23,전북-익산-2021-00515,2021-05-003~2021-0573,익산시송학동주민센터부근,국방색상 천으로된 목태을하고있음,익산유기동물보호소,전라북도 익산시청
6,완료(입양),[개] 진도견,수컷,0.0,백색,2020,20.9,경기-성남-2021-00227,2021-05-002~2021-05-ㄱ12,신촌교회,,펫토피아동물병원,경기도 성남시청
7,종료(자연사),[개] 진도견,수컷,0.0,검정색,2018,25.00,경기-여주-2021-00239,2021-05-002~2021-05-12,흥천면 하다리,"발작성 질환, 온순함",위더스 동물보호센터,경기도 여주시청
8,종료(자연사),[개] 진도견,암컷,0.0,황색,2009,15.00,경기-여주-2021-00245,2021-005-002~2021-05-72,가남읍 심석리,"빨간색 목띠 착용, 겁이 다소있음",위더스 동물보호센터,경기도 여주시청
9,보호중,[개] 진도견,수컷,0.0,흰색,2018,18,충북-청주-2021-00394,2021-05-02~2021-05-12,상당구 산성동 415,"색바랜 주황색 목줄착용, 겁이 많지만 순함",반려동물보호센터,충청북도 정주시청
10,종료(자연사),[개] 진도견,수컷,0.0,연갈색,2018,25,경남-밑양-2021-00664,2021-05-02~2021-05-ㄱ72,삼량진,경계심 강한 아이/119 도움으로 마취후 구조,밀양시동물보호센터,경상남도 밀양시정
11,완료(입양),[개] 진도견,암컷,0.0,갈색,2018,20.5,전남-여수-2021-00226,2021-05-03 ~ 2021-05-13,미평동 한국전력공사 앞 인도변,발견당시 초록색 목띠 및 철줄 착용.,유기동물보호소,전라남도 여수시청
12,종료(자연사),[개] 진도견,암컷,,흰색,2019,21,대구-동구-2021-00091,2021-05-03 ~2021-05-13,금강동 우방 유엘 후문 부근,"교통사고 추정, 의식없음",대구유기동물보호센터,대구광역시 동구청
13,보호중,[개] 진도견,수컷,0.0,흰색,2021,1.4,충북-청주-2021-00405,2021-05-03 ~2021-05-13,저산신촌길7,진드기가있고 신고자 앞에 있었다고함 순하고 양전한 아이,반려동물보호센터,충청북도 청주시청
14,보호중,[개] 진도견,수컷,0.0,흰색,2019,12.00,경북-고령-2021-00070,2021-05-03 ~ 2021-05-13,쌍림면 반룡사,온순함,양성훈보호소,경상북도 고령군청
15,보호중,[개] 진도견,수컷,0.0,흰색,2019,10,경북-성주-2021-00113,2021-05-03 ~ 2021-05-13,성주군금수면어은리915-4,더 걸려서 오른발목 상처가 심함,성주유기동물보호센터,경상북도 성주군정
16,보호중,[개] 진도견,수컷,0.0,흰색,2018,주황색,경남-통영-2021-00154,2021-05-03 ~2021-05-13,삼덕항,적색(연두색 라인)목테/쇠고리 목줄 착용,사랑애완동물병원,경상남도 통영시청
17,보호중,[개] 진도견,암컷,0.0,블랙탄,2020,12.00,경기-이천-2021-00232,2021-05-04~2021-05-14,장호원읍 풍계리,으로 인한 우측 후지 자상으로 인한 덧제거및 피부봉합,위더스 동물보호센터,경기도 이천시청
18,완료(입양),[개] 진도견,암컷,0.0,흰색,2017,15,전북-임실-2021-00062,2021-05-004~2021-05-20,임실군 정웅면,올무에 걸려있었음.,박영재동물병원,전라북도 임실군정
19,보호중,[개] 진도견,암컷,0.0,흰색,2018,7,경북-군위-2021-00045,2021-05-04~2021-05-14,군위군 의흥면 배태길 54-34,"기력이 없고, 몸이 말랐음.",우성동물병원,경상북도 군위군청
20,보호중,[개] 진도견,암컷,1.0,크림색,2019,,경남-통영-2021-00156,2021-05-04~2021-05-14,용남면 원평리 738-15,"생후 1년 6개월령 성견,검정색목테 착용,등~피부상처/출혈",사랑애완동물병원,경상남도 통영시청
21,보호중,[개] 진도견,암컷,0.0,흰색,2018,15,경북-성주-2021-00114,2021-05-005~2021-05-17,선남면 용신리603,수로에 빠진 어미1마리 새끼 4마리구조,성주유기동물보호센터,경상북도 성주군청
22,보호중,[개] 진도견,암컷,0.0,흰색,2021,0.5,경북-성주-2021-00115,2021-05-005~2021-05-17,선남면용신리603,수로에 빠진 어미1마리 새끼 4마리구조,성주유기동물보호센터,경상북도 성주군청
23,보호중,[개] 진도견,암컷,0.0,흰색,2021,0.3,경북-성주-2021-00116,2021-05-005~2021-05-17,성주군 선남면 용신리603,수로에 빠진 어미1마리 새끼 4마리구조,성주유기동물보호센터,경상북도 성주군청
24,보호중,[개] 진도견,암컷,0.0,백색,2018,18,충남-천안-2021-00378,2021-05-06 ~2021-05-ㄱ77,목천 석천2길 10-9,.,유실유기동물보호소,충청남도 천안시청
25,보호중,[개] 진도견,암컷,0.0,흰색,2020,9,경북-의성-2021-00056,2021-05-10 ~2021-05-20,의성군 금성면 청로3길 46-31,"경계를 많이함, 목줄이있음",의성동물보호센터,경상북도 의성군청
26,보호중,[개] 진도견,수컷,,갈색+흰색,2019,15,충남-홍성-2021-00196,2021-05-06 ~2021-05-13,광천읍 광천로 737번길8-5,없음,금일동물보호센터,충청남도 홍성군청
27,종료(자연사),[개] 진도견,수컷,0.0,흰색,2021,2,강원-속초-2021-00083,2021-05-06 ~2021-05-17,수복로199ㄱ|,생후 한달미만 어린강아지,속초시유기동물보호소,강원도 속초시청
