,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
14,종료(안락사),[개] 말티즈,암컷,0.0,흰색,2011,4.3,경기-평택-2021-00231,2021-02-02 ~2021-02-15,죽백동 반도유보라,피부병심함,평택시유기동물보호소,경기도 평택시청
15,완료(입양),[개] 말티즈,수컷,1.0,백,2014,4.1,경기-안산-2021-00093,2021-02-02 ~2021-02-15,선부동 1134-8 부근,"순함,갈색떡볶이조끼,전체미용",한국야생동물보호협회,경기도 안산시청
16,완료(입양),[개] 말티즈,수컷,1.0,백,2019,3.2,경기-시흥-2021-00062,2021-02-02~2021-0275,시흥시농업기술센터에서 인수,털엉킴.경계심있으나 순함.,한국야생동물보호협회,경기도 시흥시청
17,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2021,3,부산-영도-2021-00021,2021-02-03 ~2021-02-15,영도구 동삼주공 209동 앞,"귀여움, 관리를 받은 것 같음, 파란색 옷착용",하얀비둘기,부산광역시 영도구정
18,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2017,4.5,부산-해운대-2021-00035,2021-02-03 ~ 2021-02-15,반여2.3파출소,흰색,누리동물병원,부산광역시 해운대구청
19,완료(입양),[개] 말티즈,수컷,0.0,흰색,2014,3.5,전북-익산-2021-00143,2021-02-03 ~2021-02-15,익산시주현동12,털이길며 작고순함,익산유기동물보호소,전라북도 익산시청
20,보호중,[개] 말티즈,수컷,,흰색,2018,5.4,경북-김천-2021-00040,2021-02-05~2021-02-15,농촌미래연구소 앞,털이 심하게 엉킴,김천시 동물보호센터,경상북도 김천시청
21,완료(입양),[개] 말티즈,암컷,0.0,화이트,2017,5,전북-군산-2021-00135,2021-02-07~2021-02-17,금암동 리투스카페,가슴쪽에 혹이 있음,군산유기동물보호센터,전라북도 군산시정
22,종료(자연사),[개] 말티즈,수컷,,흰색,2011,,부산-사상-2021-00018,2021-02-08 ~2021-02-18,꽤법 한신2차 06플러스마트,"흰색&8000;교통사고추정,뒷다리 부상",유기동물및동물보호협,부산광역시 사상구청
23,완료(입양),[개] 말티즈,암컷,0.0,흰색,2017,3.5,강원-강릉-2021-00072,2021-02-15~2021-02-25,입암동 가정집,견주 교소도 수감,강릉시동물사랑센터,강원도 강릉시청
24,완료(입양),[개] 말티즈,수컷,1.0,흰색,2014,3.2,강원-속초-2021-00017,2021-02-03 ~ 2021-02-15,조양동 라모피아노학원,사람을잘따름,속초시유기동물보호소,강원도 속초시청
25,완료(입양),[개] 말티즈,암컷,,흰색,2019,4,충북-충주-2021-00048,2021-02-03 ~2021-02-12,호암지 인근,"순함 털관리안됨,사상충음성",충주시동물보호센터,충청북도 충주시청
26,완료(입양),[개] 말티즈,수컷,0.0,흰색,2021,1.6,전북-전주-2021-00145,2021-02-03 ~2021-02-15,평화동 지곡초근처,종이상자에 담겨 버려짐,프렌즈동물병원,전라북도 전주시청
27,보호중,[개] 말티즈,암컷,1.0,흰색,2017,,경북-성주-2021-00041,2021-02-03 ~2021-02-15,성주군성주읍 성주읍4길5,즘이 없고 순하고 양전함 아직 배변훈련이 안되어있슴 먹는,성주유기동물보호센터,경상북도 성주군청
28,완료(귀가),[개] 말티즈,암컷,,흰색,2014,3,대구-달성-2021-00044,2021-02-04~2021-02-15,대곡역 래미안 아파트 인근,등록칩 있음. 거리 생활을 오래 한 듯 보임.,화원연합동물병원,대구광역시 달성군청
29,종료(안락사),[개] 말티즈,수컷,0.0,흰색,2011,4,대구-달서-2021-00028,2021-02-05~2021-02-15,이곡동 안동통닭 앞,"오랜 유기생활, 치매증상",대구유기동물보호센터,대구광역시 달서구정
30,완료(입양),[개] 말티즈,암컷,0.0,흰색,2021,3.5,전남-여수-2021-00064,온순함. 신고자 임시보호(공고기간 후 입양예정),문수동 부영9차,,유기동물보호소,전라남도 여수시청
31,완료(입양),[개] 말티즈,수컷,0.0,흰색,2021,3.3,제주-제주-2021-00453,2021-02-05~2021-02-15,제주시 애월읍 하귀로 81,(개체관리번호 438)생후5개월,제주 동물보호센터,제주특별자치도청
32,보호중,[개] 말티즈,암컷,,흰색,2013,,부산-사상-2021-00020,2021-02-08 ~2021-02-18,학감대로133번길35,흰색&8000; 털이 무성함,유기동물및동물보호협,부산광역시 사상구청
33,완료(입양),[개] 말티즈,암컷,0.0,흰색,2018,30,충북-증평-2021-00007,2021-02-14~2021-02-24,파라디아1차@,건강함,증평가정견훈련소,충청북도 증평군청
34,완료(입양),[개] 말티즈,암컷,,백색,2021,2.1,경기-성남-2021-00045,2021-02-05~2021-02-15,고은동물병원,8개월 추정,펫토피아동물병원,경기도 성남시청
35,완료(귀가),[개] 말티즈,암컷,,백색,2018,2.4,경기-성남-2021-00047,2021-02-05~2021-02-15,신흥동3410,마름,펫토피아동물병원,경기도 성남시청
36,완료(입양),[개] 말티즈,암컷,,백,2016,2.3,경기-시흥-2021-00065,2021-02-005~2021-0277,,털미용. 빨간옷. 빨간패딩. 순함.,한국야생동물보호협회,경기도 시흥시청
37,완료(입양),[개] 말티즈,수컷,0.0,흰색,2017,3.6,경기-용인-2021-00078,2021-02-05~2021-02-15,,"회색패딩, 빨간색리본달린 하네스 착용, 암전하고 순한 아이",용인시 동물보호센터,경기도 용인시청
38,완료(귀가),[개] 말티즈,암컷,0.0,흰색,2009,4,강원-정선-2021-00023,2021-02-05~2021-02-12,사북읍사무소,건강상태양호,다나동물병원,강원도 정선군청
39,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2014,3,충북-청주-2021-00094,2021-02-05~2021-02-15,정주의료원 사거리차도,"미용이 되어있고, 자주색 옷을 입고있음. 백내장이 있음",반려동물보호센터,충청북도 청주시청
40,완료(귀가),[개] 말티즈,암컷,,흰색,2021,,전남-곡성-2021-00008,2021-02-05~2021-02-15,옥과면 해오름아파트 앞,상태양호,푸른곡성21동물보호소,전라남도 곡성군청
41,완료(입양),[개] 말티즈,암컷,,흰,2013,2.5,서울-송파-2021-00016,2021-02-06 ~2021-02-16,송리단길 근처,코갈색.얼굴/발끝 미용흔적.양눈백내장.치석심함.오른쪽위송,한국동물구조관리협회,서울특별시 송파구정
42,종료(안락사),[개] 말티즈,수컷,0.0,흰색,2018,4,대구-북구-2021-00024,2021-02-06 ~2021-02-16,유통단지 산업용재관 앞,미용,대구유기동물보호센터,대구광역시 북구청
43,완료(귀가),[개] 말티즈,수컷,1.0,흰,2011,2.3,서울-서초-2021-00019,2021-02-08 ~2021-03-02,양재동 87-5 브루스리 중화요리 양재점 인도,"양눈눈물자국. 코갈색. 입/코주변 변색. 고령/치석심함, 사람",한국동물구조관리협회,서울특별시 서초구정
44,완료(입양),[개] 말티즈,수컷,1.0,흰색,2018,3.5,울산-울주-2021-00085,2021-02-08 ~2021-02-18,울주군 상북면 석남로 815번지 인근,순함,울산유기동물보호센터,울산광역시 울주군정
45,종료(자연사),[개] 말티즈,암컷,0.0,흰색,2019,3.4,울산-울주-2021-00086,2021-02-08 ~2021-02-18,울주군 온양읍 망양리 회야리버아파트 주변,순함,울산유기동물보호센터,울산광역시 울주군청
46,보호중,[개] 말티즈,암컷,0.0,흰색,2006,2.4,강원-원주-2021-00090,2021-02-08 ~2021-02-18,주산리 928앞,가슴에 물혹,원주유기동물보호센터,강원도 원주시청
47,완료(입양),[개] 말티즈,암컷,0.0,흰색,2020,5.6,경북-경산-2021-00079,2021-02-06 ~2021-02-16,옥산동,옥산 1지구 놀이공원에서 배회하여 구조,경산시유기동물보호소,경상북도 경산시정
48,완료(귀가),[개] 말티즈,암컷,0.0,흰색,2020,,전남-영광-2021-00050,2021-02-07~2021-02-17,영광읍,"지나가던 행인이 의경에게 맡기고 보호소에서 인계함, 분홍색",불갑동물임시보호소,전라남도 영광군청
49,완료(귀가),[개] 말티즈,수컷,0.0,백,2009,2.9,경기-안양-2021-00014,2021-02-07~2021-02-17,안양로374-1 부근,"빨강파랑 조끼, 혀 내밀고 있음. 순함.",한국야생동물보호협회,경기도 안양시청
50,완료(귀가),[개] 말티즈,수컷,1.0,흰,2019,6,경기-부천-2021-00060,2021-02-07~2021-02-17,부일로445번길15,통통함 미용되어있음 중성화되어있음 순함,24시아이동물메디컬,경기도 부천시청
51,완료(귀가),[개] 말티즈,수컷,1.0,백,2019,4.7,경기-시흥-2021-00070,2021-02-07~2021-02-19,거모동 1730-8 부근,소심함. 노란옷. 연두색목줄.,한국야생동물보호협회,경기도 시흥시청
52,완료(귀가),[개] 말티즈,수컷,,흰색,2018,3.5,부산-동래-2021-00024,2021-02-08 ~2021-02-18,아시아드대로231번길 91 (성도뷰크아파트-경보이리스힐사,"갈색반팔티, 미용됨, 흰색",누리동물병원,부산광역시 동래구청
53,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2014,2.0,경기-남양주-2021-00159,2021-002-08~2021-0278,내곡리,빨강색 옷착용.움직임없고 호흡시 불편함,남양주동물보호협회,경기도 남양주시청
54,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2018,5.6,전남-여수-2021-00067,2021-02-08 ~2021-02-18,웅천초 인근 도로변,하늘색 옷 착용. 왼쪽 뒷다리 절음.,유기동물보호소,전라남도 여수시청
55,보호중,[개] 말티즈,수컷,0.0,흰색,2018,3.46,인천-강화-2021-00075,2021-03-01 ~2021-03-11,해안도시 카페 앞,사나움,베스트동물병원,인천광역시 강화군청
56,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2016,3.4,서울-동작-2021-00026,2021-02-08 ~2021-02-18,사당3동 수복이발관 근처,우측안검상처 자가미용흔적,디아크동물종합병원,서울특별시 동작구정
57,완료(귀가),[개] 말티즈,암컷,0.0,"흰색, 갈색",2016,5.63,경기-파주-2021-00080,2021-02-08 ~2021-02-18,문산 두산아파트앞,심장사상충 감염된 상태임,로템동물병원,경기도 파주시청
58,완료(귀가),[개] 말티즈,암컷,,흰색,2011,3,전북-전주-2021-00185,2021-02-08 ~2021-02-17,팔복동 애견카페,"노견, 치아 없음,회색 티셔츠 착용",하나동물병원,전라북도 전주시청
59,완료(입양),[개] 말티즈,암컷,,흰색,2019,2.5,,2021-02-09 ~2021-02ㄱ79,미추흘구 동원 유치원 앞,"발분분 미용, 눈부음, 눈곱",인천광역시 수의사회,: 인천광역시 미추홀구청
60,완료(입양),[개] 말티즈,암컷,,백색,2018,5,대전-동구-2021-00053,2021-02-10 ~2021-02-22,대별동 초지공원 야산,,대전동물보호센터,대전광역시 동구청
61,완료(입양),[개] 말티즈,암컷,0.0,흰색,2014,2.5,경기-평택-2021-00285,2021-02-09 ~2021-02-19,서정동76-3,온순함,평택시유기동물보호소,경기도 평택시청
62,완료(귀가),[개] 말티즈,암컷,0.0,흰색,2016,4.5,경기-남양주-2021-00170,2021-02-09 ~2021-02-19,금곡동,목줄없고 온순함,남양주동물보호협회,경기도 남양주시청
63,완료(귀가),[개] 말티즈,수컷,1.0,백,2007,5.4,경기-시흥-2021-00074,2021-02-09 ~2021-02-22,목감파출소에서 인수,핑크파랑옷. 초록하네스. 겁 많으나 순함.,한국야생동물보호협회,: 경기도 시흥시청
64,완료(입양),[개] 말티즈,암컷,,흰색,2019,3,충북-청주-2021-00109,2021-02-09 ~2021-02-19,남이면 저산척북로 636-10 삼포아파트,혀를 내밀고 있는 말티즈 친구,반려동물보호센터,충청북도 청주시청
65,종료(기증),[개] 말티즈,수컷,,흰색,2014,4.6,경남-양산-2021-00017,2021-02-09 ~2021-02-19,원동면원동로1899-30,흰색 야산에서구조,양산시유기동물보호소,경상남도 양산시청
66,완료(입양),[개] 말티즈,수컷,0.0,흰색,2019,3.5,세종-세종-2021-00022,2021-02-09 ~2021-02-16,조치원읍 세종시 새내17길 7 목화아파트 앞,목줄없이 발견,세종유기동물보호센터,세종특별자치시정
67,완료(귀가),[개] 말티즈,수컷,1.0,흰,2011,4.3,서울-노원-2021-00023,2021-02-10 ~2021-02-22,월계삼거리 뚜레쥬르 일대,토끼그림 파란옷/카키색점퍼. 전신미용흔적. 부정교합/입주변|,한국동물구조관리협회,서울특별시 노원구정
68,완료(입양),[개] 말티즈,수컷,,흰색,2019,3,부산-부산진-2021-00028,2021-02-10 ~2021-02-22,부산진구 복지로 70 개금현대아이아파트 관리실,"흰색&8000;허약,탈진,2살 추정",동물보호관리협회,부산광역시 부산진구청
69,완료(입양),[개] 말티즈,수컷,0.0,백색,2014,7.3,경기-성남-2021-00050,2021-02-10~2021-02-22,,"치석, 병심함",펫토피아동물병원,경기도 성남시청
70,완료(입양),[개] 말티즈,암컷,0.0,흰색,2016,30,경기-평택-2021-00291,2021-02-70 ~2021-02-22,서정동 763,온순함,평택시유기동물보호소,경기도 평택시청
71,완료(입양),[개] 말티즈,수컷,1.0,백,2018,2.8,경기-안산-2021-00109,2021-02-70 ~2021-02-22,사사동 565-4 부근,"순함,차멀미",한국야생동물보호협회,경기도 안산시청
72,완료(귀가),[개] 말티즈,암컷,,흰색,2014,,충남-계룡-2021-00007',2021-02-70 ~2021-02-22,충남 계룡시 엄사면 번영로 43,"앞니가 없음, 피부병 있어 보임",계룡시유기동물보호소,충청남도 계룡시청
73,완료(입양),[개] 말티즈,수컷,1.0,흰색,2015,5,경북-경산-2021-00083,2021-02-70 ~2021-02-22,와촌리,"인근 도로변에서 구조, 녹색체크무늬 옷 착용, 가정견으로 추",경산시유기동물보호소,경상북도 경산시청
74,완료(입양),[개] 말티즈,수컷,0.0,흰색,2011,2,충남-아산-2021-00114,2021-02-77 ~2021-02-22,신창면 남성리 신일아파트 계단,202호(관리) 114호(공고),아산시동물보호센터,충청남도 아산시청
75,완료(입양),[개] 말티즈,암컷,0.0,흰색,2010,30,경남-창원3-2021-00046,2021-02-12~2021-02-22,여좌남로 53,"노령, 얼굴쪽 만지는거 싫어함, 중×",진해유기동물보호소,창원시청 진해기술지원과
76,완료(입양),[개] 말티즈,수컷,1.0,흰색,2018,5.7,경남-통영-2021-00073,2021-02-14~2021-02-24,발개로 178. 통영 루지 근처,"빨간색 옷/녹색 몸통 줄 착용, 말티즈+푸들",사랑애완동물병원,경상남도 통영시청
77,종료(자연사),[개] 말티즈,수컷,,흰색,2019,1.5,강원-태백-2021-00009,2021-02-15~2021-02-25,상장동 2주공 앞,하늘색 목걸이 착용,태백유기동물,강원도 태백시청
78,완료(입양),[개] 말티즈,수컷,0.0,흰색,2016,3.5,전북-익산-2021-00172,2021-02-15~2021-02-25,익산시부송동 리젠시빌아파트,털을가위로자른흔적이보임 순함,익산유기동물보호소,전라북도 익산시청
79,완료(귀가),[개] 말티즈,암컷,,흰,2011,2.5,경기-부천-2021-00065,2021-02-72~2021-02-22,역곡공원,"이빨많이빠짐,치석심함,파랑색뼈다귀목걸이착용",24시아이동물메디컬,경기도 부천시청
80,완료(입양),[개] 말티즈,수컷,,흰,2018,3.00,충남-당진-2021-00055,2021-02-12~2021-02-22,당진시 신평면 삽교호 함상공원,"공고만료 후 입양확정(입양대기중),임시보호중",당진시동물보호소,충청남도 당진시청
81,완료(귀가),[개] 말티즈,수컷,0.0,흰,2016,3.5,서울-양천-2021-00013,2021-02-173 ~2021-02-23,,치석있고미용되어있으며빨강색줄무늬옷입고있으며온순함,강현림동물병원,서울특별시 양천구청
82,완료(입양),[개] 말티즈,수컷,0.0,흰색,2019,5,충북-괴산-2021-00039,2021-02-13 ~ 2021-02-23,불정면 목도리 465-5 (정육점앞),온순하고 건강함.,괴산증평동물보호센터,충청북도 괴산군청
83,완료(입양),[개] 말티즈,수컷,1.0,흰색,2020,3.5,충남-홍성-2021-00069,2021-02-15 ~2021-02-22,광천읍 빙질삼거리,강아지 옷을 입고 있음,금일동물보호센터,충청남도 홍성군청
84,완료(입양),[개] 말티즈,암컷,,흰색,2020,5,충남-홍성-2021-00070,2021-02-15 ~2021-02-22,광천읍 빙질삼거리,강아지 옷을 입고 있음,금일동물보호센터,충청남도 홍성군청
85,종료(안락사),[개] 말티즈,수컷,0.0,흰색,2015,5.8,대구-중구-2021-00019,2021-02-19 ~2021-03-02,대구 중구 경상감영길 80,없음,대구시수의사회,대구광역시 중구청
86,완료(입양),[개] 말티즈,암컷,,흰색,2008,2.3,경기-부천-2021-00066,2021-02-13 ~ 2021-02-23,원미동 167ㄱ,"노령견(치아손실,백내장. 털이 심하게 엉킴.",가나동물병원,경기도 부천시청
87,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2017,4.8,충북-영동-2021-00031,2021-02-14~2021-02-24,영동읍 쥬티펫 애견샵,"미등록, 휴일구조",최종주동물병원,충청북도 영동군청
88,완료(귀가),[개] 말티즈,수컷,,백색,2017,3,대전-서구-2021-00050,2021-002-15~2021-02-25,가수원 은아 아파트 3단지 인근,,대전동물보호센터,대전광역시 서구청
89,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2013,3.2,울산-중구-2021-00022,2021-02-15~2021-02-25,중구관내,순함,울산유기동물보호센터,울산광역시 중구청
90,종료(안락사),[개] 말티즈,암컷,,흰,2014,3,광주-남구-2021-00031,2021-02-14~2021-02-24,남구 월산119,21-0164 오즈,광주 동물보호소,광주광역시 남구청
91,완료(입양),[개] 말티즈,수컷,1.0,흰,2018,2.5,광주-남구-2021-00034,2021-02-14~2021-02-24,남구 월산동,21-0169 산이,광주 동물보호소,광주광역시 남구청
92,완료(귀가),[개] 말티즈,암컷,,백색,2020,1.98,경기-성남-2021-00060,2021-02-14~2021-02-24,금광동3806,백색 무늬 있는 옷 착용.,펫토피아동물병원,경기도 성남시청
93,완료(입양),[개] 말티즈,암컷,1.0,흰 색,2015,2.0,경남-진주-2021-00086,2021-02-14~2021-02-24,진주시 금곡면 검암리,순함,진주시유기동물보호소,경상남도 진주시청
94,완료(입양),[개] 말티즈,수컷,0.0,흰색,2021,3.5,부산-서구-2021-00035,2021-02-15~2021-02-25,망양로 183번길 17,"바디줄, 눈물자국,서구 1-19호",부산동물보호센터,부산광역시 서구청
95,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2011,4,강원-속초-2021-00028,2021-02-15~2021-02-25,영랑호 산책로,빨간색옷착용,속초시유기동물보호소,강원도 속초시청
96,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2013,,서울-용산-2021-00016,2021-02-15~2021-02-25,후암동146-5,양호. 옷입고 있슴.,남산동물병원,서울특별시 용산구정
97,종료(자연사),[개] 말티즈,수컷,,흰색,2016,2.8,부산-수영-2021-00014,2021-02-15~2021-02-25,광안해변로 233 공차 앞 해변가,"흰색, 입주변 피부병, 털엉킴",누리동물병원,부산광역시 수영구청
98,완료(입양),[개] 말티즈,암컷,,흰,2020,2.36,인천-중구-2021-00061,2021-02-15~2021-02-25,남북동 981-3 인근,"7개월령 추정, 매우 순함. 털이 젖어서 많이 지저분해보임.",신공항동물병원,인천광역시 중구청
99,완료(입양),[개] 말티즈,수컷,,흰,2018,5.6,인천-서구-2021-00066,2021-02-15~2021-02-25,원창동 391-111,"누더기 상태, 매우 꼬질함, 순함, 너무 귀여움.",가정동물병원,인천광역시 서구청
100,완료(귀가),[개] 말티즈,암컷,0.0,흰갈,2019,3.50,경기-가평-2021-00029,2021-02-15~2021-02-25,하나로마트 부근,"목걸이, 목줄없음",가평군유기동물보호소,경기도 가평군청
101,보호중,[개] 말티즈,수컷,,흰색,2017,,강원-춘천-2021-00079,2021-02-15~2021-02-25,김유정역 앞 (도로변),"흰색, 온순, 분홍목줄",춘천시 동물보호센터,강원도 춘천시청
102,완료(입양),[개] 말티즈,수컷,1.0,흰색,2013,3,전남-장성-2021-00070,2021-02-15~2021-02-25,북하면 월성리 119구조대 인계,"유기된지 오래된것으로 보임, 음 거의 없고 성격 너무 좋음.",장성군동물보호센터,전라남도 장성군청
103,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2018,,전남-영암-2021-00082,2021-02-16~2021-02-26,군서면 도갑사로66-14,"오랫동안 관리가 안된 상태이나, 순하다.",유기동물 삼호 보호소,전라남도 영암군청
104,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2017,3.7,강원-원주-2021-00112,2021-02-77~2021-03-02,메이플밸리부영단지,미용한지 얼마안됨,원주유기동물보호센터,강원도 원주시청
105,완료(입양),[개] 말티즈,수컷,0.0,흰색,2021,2.85,부산-해운대-2021-00042,2021-02-18 ~2021-03-02,센트럴파크아파트 206동 놀이터 앞,"갈색티셔츠, 머리묶음, 흰색",누리동물병원,부산광역시 해운대구청
106,완료(귀가),[개] 말티즈,수컷,,백,2018,,대전-대덕-2021-00030,2021-02-16~2021-02-26,대전광역시 대덕구 덕암동 72-2번지 주변,,대전동물보호센터,대전광역시 대덕구청
107,완료(귀가),[개] 말티즈,암컷,,백,2009,2.4,경기-광명-2021-00017,2021-02-16~2021-03-02,,,한국야생동물보호협회,경기도 광명시청 101
108,종료(안락사),[개] 말티즈,암컷,0.0,흰색,2011,3.6,제주-제주-2021-00618,2021-02-77~2021-03-02,서귀포시 서홍동 260-2,"(개체관리번호601)심장사상충,미용, 피부병, 우안구백내장",제주 동물보호센터,제주특별자치도청
109,완료(입양),[개] 말티즈,수컷,0.0,흰색,2014,3.2,서울-동작-2021-00029,2021-02-18 ~2021-03-02,노량진역,온순 목걸이,디아크동물종합병원,서울특별시 동작구정
110,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2018,,대구-동구-2021-00035,2021-02-17~2021-03-27,팔공산,.,대구유기동물보호센터,대구광역시 동구청
111,완료(입양),[개] 말티즈,수컷,0.0,흰,2016,4,광주-남구-2021-00037,2021-02-17~2021-03-02,남구 봉선동,21-0180 미로,광주 동물보호소,광주광역시 남구청
112,완료(입양),[개] 말티즈,암컷,0.0,흰색,2014,2.5,경기-부천-2021-00077,2021-02-17~2021-03-02,심곡로22번길55,최근 자가미용 한 듯. 몸 곳곳 피지종.,가나동물병원,경기도 부천시청
113,보호중,[개] 말티즈,수컷,1.0,백,2013,3.5,전북-전주-2021-00211,2021-02-17~2021-02-26,호성동 05마트 근처,회색옷,박영재동물병원,전라북도 전주시청
114,완료(귀가),[개] 말티즈,수컷,,백,2010,,전북-정읍-2021-00082,2021-02-77~2021-03-02,초산동 코아루아파트,"온순함, 양쪽눈 백내장 의심",정읍시 동물보호소,전라북도 정읍시정
115,완료(입양),[개] 말티즈,암컷,,흰색,2020,5,충북-보은-2021-00012,2021-02-18 ~2021-03-02,충청북도 보은군 보은읍 죽전리,털이많음,최상오동물병원,충청북도 보은군청
116,완료(입양),[개] 말티즈,암컷,,하양,2017,4,경기-안성-2021-00115,2021-02-19 ~2021-03-02,,없음,이성준동물병원,경기도 안성시청
117,완료(귀가),[개] 말티즈,암컷,0.0,흰색,2013,2.9,경기-부천-2021-00078,2021-02-18 ~2021-03-02,심곡동 롯데 아파트,"순함, 동물등록(연락중)",가나동물병원,경기도 부천시청
118,완료(귀가),[개] 말티즈,암컷,,백,2018,3.5,경기-시흥-2021-00097',2021-02-18~2021-03-02,배곧2로95 부근,순함,한국야생동물보호협회,경기도 시흥시청
119,완료(귀가),[개] 말티즈,암컷,,흰색,2015,2,충북-충주-2021-00058,2021-02-18~2021-02-27,충일아파트 인근 (교현동),순함 털관리안됨 사상중음성,충주시동물보호센터,충청북도 충주시청
120,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2018,30,충북-충주-2021-00059,2021-02-18~2021-02-27,무학시장인근 (봉방동),"순함 털관리안됨 슬개골, 골두탈구 사상중음성",충주시동물보호센터,충청북도 충주시청
121,완료(귀가),[개] 말티즈,수컷,1.0,흰,2019,4.7,서울-은평-2021-00026,2021-02-19 ~2021-03-02,녹번로 7길 18-8 인근,코갈색. 양앞다리 발톱길. 사람따름/양전함/온순함. 꼬리단미,한국동물구조관리협회,서울특별시 은평구정
122,완료(귀가),[개] 말티즈,암컷,,흰색,2015,3,강원-춘천-2021-00082,2021-02-19 ~2021-03-02,김유정로 1869,온순함,춘천시 동물보호센터,강원도 춘천시청
123,완료(입양),[개] 말티즈,수컷,0.0,흰색,2017,4.5,전북-익산-2021-00193,2021-02-22~2021-03-04,익산시신흥동세신마을,미용이잘되여있으며 순하고영리함,익산유기동물보호소,전라북도 익산시청
124,완료(입양),[개] 말티즈,암컷,0.0,흰색,2017,3,전북-익산-2021-00194,2021-02-22~2021-03-04,익산시신흥동세신마을,미용이잘되여있으며 작고순하며이쁘게생김,익산유기동물보호소,전라북도 익산시청
125,완료(귀가),[개] 말티즈,암컷,,백,2016,3.2,경기-수원-2021-00066,2021-02-19 ~2021-03-02,세종그랑시아 앞,순함,수원시 동물보호센터,경기도 수원시청
