,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
86,보호중,[개] 푸들,수컷,1.0,진갈색,2016,,충북-제천-2021-00100,2021-05-11 ~2021-05-21,미미애견 앞,중성화 되어있고 온순함,제천시 동물보호센터,충청북도 제천시정
87,보호중,[개] 푸들,수컷,0.0,갈색,2020,3.5,충북-청주-2021-00432,2021-05-11~2021-05-21,오송 가락로 718,선정 완료. 생후 1년 미만의 건강한 푸들,반려동물보호센터,충청북도 청주시청
88,보호중,[개] 푸들,암컷,,갈색,2006,3,충남-논산-2021-00190,2021-05-11 ~ 2021-05-21,부적면 감곡리 근처,건강양호,호크종합동물병원,충청남도 논산시청
89,완료(입양),[개] 푸들,암컷,0.0,흰색,2019,3,경북-성주-2021-00125,2021-05-11 ~2021-05-21,성주군 성주읍선거관리위원회근처,온순함,성주유기동물보호센터,경상북도 성주군청
90,공고중,[개] 푸들,수컷,1.0,갈,2011,3.8,서울-노원-2021-00061,2021-05-12~2021-05-24,상계동 불암산 산책로 일대,"전신미용흔적. 앞 잘못보는듯. 온순/사람따름. 꼬리단미됨, 털",한국동물구조관리협회,서울특별시 노원구정
91,공고중,[개] 푸들,암컷,0.0,흰색,2021,5,부산-북구-2021-00108,2021-005-12 ~2021-05-24,강동동 29-467,"바디줄,눈물자국,웃는모습이매력적임,강서구1-135호",부산동물보호센터,부산광역시 북구청
92,공고중,[개] 푸들,수컷,0.0,갈색,2019,8.17,부산-해운대-2021-00149,2021-05-12~2021-05-24,선수촌로 168,갈색,누리동물병원,부산광역시 해운대구청
93,보호중,[개] 푸들,수컷,,검정,2019,,충남-홍성-2021-00207,2021-05-12~2021-05-20,홍동면 팔개리 상팔마을,없음,금일동물보호센터,충청남도 홍성군청
94,보호중,[개] 푸들,수컷,,갈색,2020,,충남-홍성-2021-00208,2021-05-12~2021-05-20,홍동면 팔개리 상팔마을,없음,금일동물보호센터,충청남도 홍성군청
95,완료(귀가),[개] 푸들,암컷,,갈색,2017,7.5,인천-부평-2021-00274,2021-05-12 ~2021-05-24,부평윤산부인과앞,"온순하고 친화적임,관리되어있음",짱구네동물병원,인천광역시 부평구청
96,공고중,[개] 푸들,암컷,,갈,2015,,광주-광산-2021-00291,2021-05-12~2021-05-24,광산구 평동,21-0548지화,광주 동물보호소,광주광역시 광산구청
97,공고중,[개] 푸들,수컷,1.0,갈,2018,,경기-시흥-2021-00292,2021-005-12 ~2021-05-24,거모동612-1 부근,"순함,겁많음",한국야생동물보호협회,경기도 시흥시청
98,공고중,[개] 푸들,암컷,,백갈,2013,4.6,경기-시흥-2021-00295,2021-005-12 ~2021-05-24,시흥시농업기술센터에서 인수,순함. 누더기.,한국야생동물보호협회,경기도 시흥시청
99,완료(귀가),[개] 푸들,수컷,1.0,베이지,2018,8,경기-용인-2021-00337,2021-05-12~2021-05-24,기흥구 지곡동 써니밸리 아파트,동물등록 되어있음 - 뭉치,용인시 동물보호센터,경기도 용인시청
100,공고중,[개] 푸들,수컷,0.0,갈색,2018,,강원-동해-2021-00088,2021-05-12~2021-05-24,동해시 천곡동 종합운동장,상태양호,동해시유기동물보호소,강원도 동해시청
101,완료(귀가),[개] 푸들,수컷,0.0,갈색,2013,3.9,충북-제천-2021-00101,2021-05-12~2021-05-24,우리은행인근 6625편의점 옆,분홍색 아디다스옷착용,제천시 동물보호센터,충청북도 제천시정
102,완료(귀가),[개] 푸들,수컷,0.0,진회색,2010,5,대구-북구-2021-00109,2021-05-13 ~ 2021-05-23,침산동 엔유씨 전자 앞,"백내장, 빨간 하네스, 노령견",대구유기동물보호센터,대구광역시 북구청
103,완료(귀가),[개] 푸들,수컷,1.0,회색,2017,,,2021-05-13~2021-05-24,미추흘구 주안도서관 앞 공원,턱 부분 약간 흰색,인천광역시 수의사회,: 인천광역시 미추홀구청
104,공고중,[개] 푸들,수컷,1.0,흰색,2018,5.6,울산-동구-2021-00124,2021-05-13 ~2021-05-24,봉호사 사찰,순함,울산유기동물보호센터,울산광역시 동구청
105,공고중,[개] 푸들,수컷,0.0,검정,2017,5.5,울산-울주-2021-00313,2021-05-13 ~2021-05-24,온양읍 망양6편한 세상 아파트 앞,미용/약간 경계심,울산유기동물보호센터,울산광역시 울주군청
106,공고중,[개] 푸들,암컷,,갈색,2019,,충남-예산-2021-00125,2021-05-13 ~2021-05-24,예산군 응봉면 주령계정길 12,신고자 민가 들어와 주인개와 밥을 두고 다룸,흙동물병원,충청남도 예산군청
107,공고중,[개] 푸들,암컷,,갈색,2019,5,충남-예산-2021-00127,2021-05-13 ~2021-05-24,삽교공원 근처,교통사고로 뒷다리 부상으로 구조,흙동물병원,충청남도 예산군정
108,공고중,[개] 푸들,암컷,,흰색,2018,2,충남-예산-2021-00135,2021-05-13 ~2021-05-24,예산읍 대회리 도로,길잃고 배회중 구조,흙동물병원,충청남도 예산군정
109,공고중,[개] 푸들,암컷,,갈,2021,4,광주-광산-2021-00300,2021-05-13 ~2021-05-24,광산구 운남동,21-0553 수련,광주 동물보호소,광주광역시 광산구청
110,완료(귀가),[개] 푸들,수컷,,"회색,검은색",2016,,강원-고성-2021-00078,2021-05-13 ~2021-05-24,강원도 고성군 죽왕면 향목리 현대공업사 앞,순함,고성군임시보호소,강원도 고성군청
111,공고중,[개] 푸들,수컷,,갈색,2020,3.5,전남-화순-2021-00108,2021-05-13 ~2021-05-24,전라남도 화순군 이양면 강성리 일대,"피부병 심함, 사람에게 사나움",화순군유기동물보호소,전라남도 화순군청
112,완료(귀가),[개] 푸들,암컷,,검정색,2017,4,전남-목포-2021-00333,2021-05-14~2021-05-24,카톨릭대부근,"순하고 활발함,도로 중앙선에서 배회",목포시유기동물보호소,전라남도 목포시청
113,공고중,[개] 푸들,암컷,,검정,2018,,,2021-05-17~2021-05-27,미추홀공원,"목줄 흰색바탕에 베이직,빨강.검은색체크무늬",인천광역시 수의사회,인천광역시 미추홀구청
114,완료(귀가),[개] 푸들,수컷,0.0,검,2019,4.00,대전-중구-2021-00106,2021-005-14~2021-05-24,문창동 오토바이거리 4거리 주변,",",대전동물보호센터,대전광역시 중구청
115,완료(귀가),[개] 푸들,수컷,1.0,갈,2018,7.5,경기-수원-2021-00252,2021-005-14~2021-05-24,권선구 서수원로 431,중성화수술한지 몇일 안돼보임. 동물등록칩 있음,수원시 동물보호센터,경기도 수원시청
116,완료(귀가),[개] 푸들,수컷,1.0,흑,2014,,경기-시흥-2021-00305,2021-05-14~2021-05-26,시흥시 은행동 559-1,"순함,애교많음",한국야생동물보호협회,경기도 시흥시청
117,공고중,[개] 푸들,수컷,0.0,연한 초코색,2018,3.3,충북-청주-2021-00441,2021-05-14~2021-05-24,효촌스크린,슬개골 양쪽다 3기 두마리 같이 발견,반려동물보호센터,충청북도 청주시청
118,공고중,[개] 푸들,수컷,0.0,연한갈색,2018,4.4,충북-청주-2021-00442,2021-05-14~2021-05-24,효촌스크린,두마리 함께 발견 건강상태 양호,반려동물보호센터,충청북도 청주시청
119,완료(귀가),[개] 푸들,수컷,0.0,황,2010,3.70,경북-포항-2021-00574,2021-05-14~2021-05-24,경북 포항시 남구 오천읍 남원로 86-19 3차부영아파트 인근,"집나온듯 전체적으로 깨끗함,견주연락옴",영일동물플러스,경상북도 포항시청
120,완료(귀가),[개] 푸들,암컷,0.0,갈,2011,6.5,경북-구미-2021-00168,2021-05-14~2021-05-26,산업로324부근,순정만화에 나올법한외모에차분한성격사람을 잘따르고높은,구미시 동물보호센터,경상북도 구미시청
121,공고중,[개] 푸들,암컷,,화이트,2018,5,경남-밀양-2021-00735,2021-05-14~2021-05-24,삼문동,요크셔테리어와 함께 구조/중성화 수술 흔적으로 추정되는 복,밀양시동물보호센터,경상남도 밀양시청
122,완료(귀가),[개] 푸들,암컷,,진갈,2016,5.2,서울-광진-2021-00048,2021-05-17~2021-05-27,구의동 무궁화어린이공원 인근,"코갈색. 사람따름. 짱찜. 꼬리단미됨, 털상태양호. 칩있음.",한국동물구조관리협회,서울특별시 광진구청
123,완료(귀가),[개] 푸들,암컷,0.0,흰색,2016,3.61,부산-수영-2021-00076,2021-05-17~2021-05-27,망미동 406-10,"기본미용되있음, 흰색",누리동물병원,부산광역시 수영구청
124,완료(귀가),[개] 푸들,수컷,,황,2014,4,대전-대덕-2021-00117,2021-05-17~2021-05-27,대전광역시 대덕구 법동 산22-14 여성회관 주변,주인 반환,대전동물보호센터,대전광역시 대덕구청
125,공고중,[개] 푸들,수컷,0.0,갈색,2018,9,충남-부여-2021-00183,2021-05-20 ~2021-05-31,사비공예문화산업지원센터,"갈색,파란색목줄",남부여동물병원,충청남도 부여군청
126,완료(귀가),[개] 푸들,수컷,1.0,갈,2013,5.6,서울-서초-2021-00058,2021-05-15~2021-06-04,양재역 인근 노상,"사람은 좋아하나 겁있음, 온순하며 외관에 상처없음.",서초동물사랑센터,서울특별시 서초구청
127,공고중,[개] 푸들,암컷,0.0,청회색,2015,3.70,경기-이천-2021-00261,2021-05-15 ~ 2021-05-25,부발읍 황무로,매우온순함,위더스 동물보호센터,경기도 이천시청
128,공고중,[개] 푸들,수컷,,갈색,2019,,부산-사상-2021-00108,2021-05-17~2021-05-27,구청당직실,"갈색&8000,형광컬러 목줄착용",유기동물및동물보호협,부산광역시 사상구청
129,공고중,[개] 푸들,수컷,,회,2014,2014,인천-남동-2021-00173,2021-05-17~2021-05-27,남동구 논현지구대,"파랑색 목줄 착용, 목부분 흰색, 왼쪽 뒷다리 골절, 미용안됨",인천수의사회,인천광역시 남동구청
130,완료(귀가),[개] 푸들,암컷,0.0,갈색,2016,4.0,인천-계양-2021-00171,2021-05-17~2021-05-27,계양구청(동양동),목부위 흰색털있슴,신영재동물병원,인천광역시 계양구청
131,공고중,[개] 푸들,암컷,,흑색,2018,5,대전-동구-2021-00154,2021-05-17~2021-05-27,홍도동 파밀리에 &인근,칩 확인,대전동물보호센터,대전광역시 동구청
132,공고중,[개] 푸들,수컷,0.0,갈색,2018,2.4,부산-영도-2021-00064,2021-05-18 ~2021-05-28,영도구주공4단지,"미용이 되어있고, 가슴줄도 착용",하얀비둘기,부산광역시 영도구청
133,공고중,[개] 푸들,수컷,1.0,흰색,2017,6.52,부산-해운대-2021-00154,2021-05-18~2021-05-28,재송동 부근,"흰색, 사람을 좋아함",누리동물병원,부산광역시 해운대구청
134,공고중,[개] 푸들,수컷,0.0,갈색,2017,3.1,전북-전주-2021-00658,2021-05-16 ~2021-05-25,금상 제일교회 인근,전신미용 되어있음,아프리카동물병원,전라북도 전주시청
135,완료(귀가),[개] 푸들,수컷,1.0,크림,2016,3.8.,전북-전주-2021-00662,2021-05-16 ~2021-05-25,평화동 신성초 근방 주택골목,"최근 전신미용, 3일전부터 떠돌았다고함",박영재동물병원,전라북도 전주시청
136,공고중,[개] 푸들,수컷,0.0,갈색,2017,2.7,경북-포항-2021-00589,2021-05-16~2021-05-26,경북 포항시 북구 창흥로 117 마장지 옆 침례교회 인근,"우측뒷다리외 상태깨끗,거즈엉망으로감겨있었음,피부괴사로",영일동물플러스,경상북도 포항시청
137,공고중,[개] 푸들,암컷,,갈색,2014,,전남-목포-2021-00347',2021-05-17~2021-05-27,선거관리위원회부근,"순하고 여성위주로 따름,최근미용됨",목포시유기동물보호소,전라남도 목포시청
138,완료(귀가),[개] 푸들,수컷,0.0,갈색,2021,3.1,경남-창원1-2021-00238,2021-05-17~2021-05-27,성산구 창원천로 174번길 주변,"<5-1-(2) 갈색. 미용되어있음,",창원유기동물보호소,경상남도 창원시 의창성산구청
139,완료(귀가),[개] 푸들,암컷,0.0,애프리,2016,4.20,울산-남구-2021-00221,2021-05-17~2021-05-27,남구청인근,"귀병,곰팡이성피부병,성격활달함",강남동물병원,울산광역시 남구청
140,완료(귀가),[개] 푸들,암컷,,갈색,2018,5,경기-부천-2021-00320,2021-05-17~2021-05-27,소사동 49-11,"순함, 내장칩 있음",가나동물병원,경기도 부천시청
141,공고중,[개] 푸들,암컷,,"회색,갈색",2018,7,경기-화성-2021-00673,2021-05-17~2021-05-26,정남면 고지5길 24,"얼굴다리는 갈색털, 귀와등부분이 회색털이다",남양유기견보호센터,경기도 화성시청
142,공고중,[개] 푸들,암컷,,갈,2018,5.5,서울-강서-2021-00051,2021-05-18~2021-05-28,강서로506 삼거리 도로 자동차 아래,양눈눈곱. 눈물자국. 코갈색. 겁약간. 사람파름. 양전함. 꼬리,한국동물구조관리협회,서울특별시 강서구청
143,완료(귀가),[개] 푸들,암컷,,백색,2018,,대전-서구-2021-00180,2021-05-18~2021-05-28,괴정동 130-10 인근,교통사고,대전동물보호센터,대전광역시 서구청
144,공고중,[개] 푸들,수컷,0.0,갈,2017,5,광주-동구-2021-00092,2021-05-20 ~2021-05-31,동구 서석동,21-0560 삿뽀,광주 동물보호소,광주광역시 동구청
